Year,Population,Elderly (%),GDP per Capita,Hospital Beds,Doctors per 1000,Smoking Rate,Mortality Rate,Life Expectancy
1980,621958,13.995082667395312,34354.567126183574,2.7181992803531143,2.1181323452001877,31.152530928899797,13.163857352130623,78.42056188487282
1981,1171155,12.90300472003629,27015.794582539682,3.4162737120114115,2.5518913081944232,17.461724632908638,14.679737654398231,73.94355664876093
1982,631932,23.533177315875882,22941.37506408149,5.367518868486841,2.3475534931697415,19.907575870572956,5.884082233656466,74.66338586651898
1983,865838,19.54543991712842,28091.76136449507,4.354181803846444,3.3316748136822714,23.033555334648142,12.91817839469633,74.11146356306602
1984,759178,11.530815376116708,30042.139470090282,4.5522232012852495,3.332754791375502,17.610465216194164,10.899558971376361,69.46931564878223
1985,1144167,16.40887948810799,4961.812990303048,8.597918266536801,3.1015968006650114,22.156062603442514,9.80045967018475,68.43617084679795
1986,610268,15.416685200516474,19113.06834700882,9.370151513297486,2.4092107923380337,27.14419075615032,9.205357786650751,82.4911849286253
1987,1232180,24.22344048698698,12865.836975593867,1.633745177645895,2.9028478840471994,32.22921582732005,12.846682639443095,75.18888055733932
1988,554886,21.89067697356303,40353.848062614896,2.8802684585382416,2.5315050271489454,33.015845593257154,11.393613569742424,66.10882888661637
1989,637337,19.946402202747617,24044.731087855882,7.040291651416456,2.2201011250158,34.683710556300795,13.05044667519362,72.4561924462235
1990,1499890,15.793842647781595,49187.73390384731,4.227821031665475,0.8855010597017305,32.326349708298935,14.031510586766263,68.25871203202286
1991,1021430,16.735023313276965,20542.3976797831,3.2874728416276486,2.933612530208009,30.43118281290727,11.17263712097292,83.34229559399687
1992,1454698,24.30510614528276,41005.161787749814,3.657615295770449,2.961918427231866,17.1251941387741,14.80462725092378,60.188359078351866
1993,587498,17.140684953733693,40118.91112424301,3.9029568781474047,2.3778190103047185,22.006686786160746,11.080878495418851,65.6333199428132
1994,1399159,10.519983640450867,8385.159654306044,8.63802815432207,2.961280531313804,24.33144672640683,11.366443216222827,69.13392049185144
1995,1412756,10.925470114081648,25901.740060295215,2.2295919829782593,2.454454315573364,12.486739650800626,10.548156085422256,72.19524502021845
1996,675203,8.30533878126005,35094.82753275321,7.380198972191067,1.1200530796302361,25.851103638916275,5.910020910513303,81.27043794590365
1997,691335,5.312728134823878,43059.58143587227,5.97537979217117,1.3218833819634013,23.09007494819668,12.263970326502282,62.197190613503594
1998,778167,13.468029614127392,16971.986354892353,3.6685912928301865,1.1437673591251225,34.06327747080202,10.474463068991115,80.14662216852858
1999,541090,12.897630363511395,11791.811330711867,4.778027708016488,1.6317772496839276,39.33702006262813,9.509104474161045,61.39133723392438
2000,829365,10.869763494360763,35846.32708946287,3.3058624923501227,0.6168893969307009,26.680151159277536,14.10471278403273,81.05785088245455
2001,564820,5.281596454301689,40665.551260846056,6.503623397791125,2.3547616530136786,19.68059164832751,7.979594515419505,61.29088694686282
2002,1287201,8.976848081776103,18084.63337729474,1.7343476236021633,1.5096626446661796,11.302023498945182,10.236022760150112,60.456062035709024
2003,821879,19.226839054973,5712.651003479617,1.046663764965881,2.4671679061422265,37.739299906707885,11.976418714934633,77.42403655916054
2004,1218315,20.80351081062411,47085.63995999059,6.651049734537724,1.6561898628966951,37.57347145835978,12.964717756738773,84.93138836920986
2005,827069,17.11919949562023,20481.029033288592,2.74846558160838,2.5448410069183693,17.589705039677234,9.593468079461724,82.41525657435052
2006,1276997,23.52601757026698,26369.816175846525,1.638468252999349,1.52187370839272,30.862333693199425,13.420914150187096,74.3999604451415
2007,699041,18.02154051003889,42047.79518945907,4.571054444924996,1.2820835847077094,12.263036412693078,12.689177413153974,82.93489032713829
2008,1291743,23.299193510875615,34108.815734924756,1.4569167793545725,1.9881123628802184,14.986462957277588,5.662359778518659,60.132500159940136
2009,603355,22.000771555795986,37025.58984279783,8.97955434055594,2.578671076075818,16.504273197594735,5.4586126640463295,84.37667907362857
2010,735796,13.989013482764069,11244.50941614797,1.2485509468633422,1.545009813359592,18.834818405182894,11.208056844220913,72.26871948146962
2011,714176,6.908202329808226,27530.950717550724,6.209784059568029,3.3099444555671216,39.87494125088112,8.474134082254142,78.07240241554439
2012,684779,12.416365043965328,35093.43556790903,4.946267107162782,0.6175589800269388,30.907751675914444,7.091307910785142,80.52153682883382
2013,847449,18.376825053272146,12198.951068067683,7.048235217656795,1.7538380951467363,21.5260549413766,10.796499344717384,77.96143177091383
2014,921909,18.31844713234993,9572.791427700873,3.953374007272587,3.4027416545607423,32.11302117529058,8.41563210456545,73.37591830112277
2015,1489436,16.825955754154542,49126.24882314234,2.3953745505496977,2.1439156497442617,37.457630250073194,10.372634167140701,71.9154871031603
2016,758795,10.494435859801284,26315.1586722797,9.83656799479478,1.7704128269243555,38.761072222235384,9.60119158983572,80.96456396756562
2017,986232,16.224868516954025,13780.629566690042,8.55040151862427,2.205560851249875,11.735916932731222,10.847661059491536,65.12693900373648
2018,1417040,12.658537495075796,49816.431288138294,8.743641564805078,2.227773725774254,21.835653958243896,9.003004889102813,84.19985166260585
2019,1000186,24.434241907782074,48305.54821315089,3.2522622446427762,2.6949432658989205,13.202681978076532,11.976675736969318,77.7738119709187
2020,656730,21.97827648532168,28356.37922674778,1.3495126098648087,0.8830691882673968,20.069801943908896,6.800672723492985,64.987673183458
2021,1370910,19.434590423297465,44249.18081627764,3.7293896320590054,1.2500493476483139,15.090397116866967,11.96501466227079,78.40617959246221
2022,884681,9.719698394979115,10246.64830872759,5.833741844769899,2.2416320370317298,29.405450850061715,9.116612143575281,73.24600057952792
2023,649503,10.121366455226479,14664.696277016912,3.939861176164368,3.1013498216291664,21.648051519696168,13.743176048544171,77.68075239111111
2024,1154811,5.808671790768627,35317.53366866579,8.450821034088298,2.185600076431321,16.88184237114849,10.152360548642108,79.19448753607097
2025,1027035,19.213257793715748,42486.39596967699,3.443886242377677,1.2157905793710206,17.978137748927168,14.731103492701044,62.18225448974189
2026,1148143,7.2178164162366265,42959.89030202653,9.687266473516928,2.5395343397007375,20.810352856158048,11.019353955409603,72.65259890898368
2027,952366,13.786730037315403,20820.898228987313,5.115386454523557,2.7197262813421235,17.79849588562788,7.238490659063206,83.30035855642336
2028,565725,9.034384046707924,44500.73483928703,8.578207675107834,1.2147084572119384,23.59722540486493,13.217906368444492,68.01605480398786
2029,629981,22.915271913470388,42695.49398960813,2.749420305953857,1.6331866585288846,10.969478533289514,8.450826278223868,74.84707743894747
2030,584654,14.507404463642235,46846.11471682643,4.702185145510107,2.1029824205916903,18.39290521506837,8.476192144826836,69.23076203774741
2031,1453277,16.26551143952767,39481.69190458323,7.295609896904745,1.9896835720492332,22.33620162616559,5.318046814851652,71.35669930547749
2032,1405778,18.91032172852255,33780.4244809972,2.2451778317602122,1.6688542586576105,28.083456460698955,10.487153092074086,73.71507794845382
2033,1091723,7.786629088117514,29453.644450386277,2.1947088001867283,1.3929055235279326,18.128729275453896,10.34423503732523,73.72304949722444
2034,819030,17.088347585556345,19241.85556152541,9.72583180402743,0.7999546614855901,13.995553756712491,8.559914842719861,65.04326155825589
2035,828947,15.796821826033462,47066.53868043114,7.431355937619569,0.6604558902421067,12.286011387974895,13.942172628959257,77.11428869699583
2036,1055839,9.061224494695388,48709.52800101055,1.369607650910882,3.375624490649595,38.215954814061504,6.287483982996439,62.19670278106642
2037,1402648,23.85707141115962,14912.127762135819,4.589388113003151,3.0414294322867694,22.499171732154377,8.300995133101555,63.47061933605051
2038,773538,16.97730932977072,15962.82915687528,4.901686638226678,1.5647155713881618,27.434878635424788,8.215827646800289,60.06777248535824
2039,831236,18.89569866079409,24795.073925725104,7.696383786992039,3.370402655379369,37.575296555066785,5.922905862287461,62.91740160354203
2040,1028178,22.609356780305156,22972.78300632612,3.257744746119951,2.53030971327291,12.482452601059183,9.81145394056293,71.8291550262973
2041,1065894,17.487080962675865,49728.41566793021,2.6590030689823303,1.9475628489279275,36.29984457777378,11.87784717096083,75.15254702639596
2042,989492,10.91267371675428,9620.337381189924,1.727856699554779,1.979076973315415,26.5476361763221,10.116570135472612,79.85723624916156
2043,756840,7.109885196605412,1885.6928171605225,4.85483027446097,0.7498532335857789,14.945027834110029,6.569776827161937,62.6674812528359
2044,973254,14.130691409658205,25200.792043988295,7.1964991068882975,0.7751124417754433,22.33765349756107,8.772859652420726,81.26818650041136
2045,849457,9.368808744336672,9762.312751845111,1.5237423595759925,2.307322777703357,33.32806851205677,5.025950243836466,78.64936313871794
2046,1165987,13.330198957407324,18956.970444560135,9.236923548638323,2.1611091570374024,24.41110245599064,13.683011070355867,70.21295732339792
2047,770936,22.665605178377366,37464.355629771555,4.98117006757994,1.1381836850726867,39.55858151996513,5.845170076806819,83.32345167749887
2048,739931,11.48690042010548,36326.05628835433,3.158086232416629,3.338583628645071,21.302169098138222,10.972780822554306,84.77323691143476
2049,739629,7.441759094013467,16094.978800767072,1.8448596107316257,2.8438881514136076,32.48734899928216,14.862569958668152,65.12504525133093
2050,705041,12.125956761539499,27584.471297190066,2.645793973965766,0.840393806052344,21.789683469365773,10.365906459873326,69.48071462409501
2051,1198361,23.13656883091508,25931.88976509924,9.411525976057387,3.2927873170618778,34.87492662119543,14.240417591074332,83.16123558974277
2052,1231912,10.442644987692706,32180.298291108873,6.744435344590153,3.4227446256032303,27.07244407497243,7.3611653311740435,78.03991376878193
2053,917113,17.953802410827247,13272.629111673623,5.6502663168391,3.4877937260909873,11.90535488770004,12.599554089375857,61.20236609910219
2054,568148,5.010407539906316,29903.67153046665,6.914001956501502,0.6676134640320501,11.104656029079742,10.31265753973534,79.53786204378537
2055,1277089,12.05137712668338,48965.750055475444,4.92105608810102,2.7111066703730264,14.015563564018995,12.205160613914648,80.6985221794373
2056,1148531,11.09562516316058,24850.3654950133,7.570353849056366,2.1377473104949667,10.410158944809918,5.6234136251124145,78.76254811913284
2057,751995,8.293117062858835,45398.84059820915,1.429445149224839,2.617494451636084,12.26077181057387,6.477390919062267,79.98842827298789
2058,1406606,15.681788387508838,22285.323910011004,6.094334894446686,3.405955831922405,30.75143191506736,6.331169285874783,80.62831691731994
2059,1178843,14.696599427179663,18153.84197703911,2.4278180287824194,2.5640900305251173,26.03038825088389,11.871655054033312,64.6601246697036
2060,1410790,18.84872065780541,32610.064739497677,2.0814818302507794,3.0108916227121214,32.49732248409916,13.444406726336288,65.892293651625
2061,1072843,10.388246675970429,33777.27892349188,4.076917000447614,3.100606115932524,37.39497256772928,12.496162320085874,75.84396409300443
2062,756508,9.882510444955484,43344.21068852325,1.8261915923209768,3.015442291291955,27.55448596976416,5.304721527335942,82.6966532615629
2063,1303591,8.36582084345861,12279.078143836208,1.8474128944170412,1.7782744251408233,31.78362532215544,13.672149810747232,67.90491455741237
2064,1396942,9.375284391461404,25460.475614352865,3.802719784521648,1.1677292527130916,32.71243606127368,8.541466707931255,74.70766689487641
2065,606530,16.162040040346824,29028.205761249974,9.815594757593576,1.6899548058627556,21.335516478273593,8.971638325040825,77.07455158542831
2066,1104365,13.076723421160816,38659.146701009144,2.577972429004047,3.17569072633033,17.232544969888956,6.048691665324809,71.29871503247598
2067,1322352,6.297844942179632,3136.5848159672537,1.1544499164857522,0.9398144650760765,16.151359855195746,12.37405206093819,77.84456137138315
2068,960337,10.078308278686894,49732.97502906971,7.870279807035199,2.039978506077179,17.543273185353954,6.822838784759581,82.49168613230432
2069,1224839,9.937521256772024,24027.281185556203,8.262216793457014,1.1996842172735835,18.241953910777262,10.639650920188364,75.60253860454594
2070,1305889,18.926085456795768,14698.456748041172,4.116738889804607,2.243916251680347,16.21682947024169,13.407099858779311,73.49452654786583
